🙃,0
😛,0
😩,0
😫,0
😖,0
😣,0
☹,0
🙁,0
😕,0
🧐,0
🤨,0
😟,0
😔,0
😞,0
😒,0
😏,0
😧,0
😦,0
😯,0
😑,0
😐,0
🤬,0
😡,0
😠,0
😤,0
🙄,0
😴,0
😪,0
😓,0
😭,0
🤤,0
😥,0
😢,0
😰,0
😨,0
😱,0
👿,0
🤡,0
😈,0
💩,0
🤕,0
🤒,0
😷,0
🤧,0
🤢,0
🤥,0
😬,0
🤮,0
😾,0
😿,0
👎,0
🖕,0
🙅,0
🙅,0
💁,0
💁,0
🗣,0
👅,0
🤦,0
🤦,0
🤷,0
🤷,0
🙎,0
🙎,0
🙍,0
🙍,0
💤,0
⚠,0
⁉,0
‼,0
💔,0
❌,0
🚫,0
💢,0
❓,0
❗,0
🖕🏻,0
👎🏻,0
👎🏼,0
🖕🏼,0
🖕🏽,0
👎🏽,0
🖕🏾,0
👎🏾,0
🖕🏿,0
👎🏿,0
Cannot use in call for listening music only😔😔😔,0
??????????????????,0
"I bought two earphone and each earphone, the other side is not working😔😔.",0
the items are defective👎🏽👎🏽 ,0
Bobo😡 ,0
im so disappointed 3 earphones pa naman binili ko para may stock aq tapos nung tinry ko lahat sa call umuugong siya like wtf expect na expect ako kanina pagka dating ilang araw ko pa inantay tapos ganito i will not order again,0
"Disapointed lang kasi isa yung right ear nya, sabog yung tunog and naka usli yung wires nya aa right. Hays sobrang sayang lang",0
Sira nung diniliver bulok sayang pera mo😡😡,0
Sira mic tapos ilang days lang nasira na pati yung earphones😡😡 ,0
"No protection sa product huhu sira din yung items ayaw gumana tapos yung isa putol yung cord,, pero nag send naman si seller ng pic bka sa shipping lang sya pero i hope na lagay sana ng protection next time para di sira pagdumating ??????",0
panget ng item parehas di tumutunog wag kayong bibili dito napaka panget ng product🙃,0
Hindi ko alam kung sira ba to pero ang sabi kase sa description stereo type sya na earphone pero mono lang sya means naka merge left and right sound. imbis na yong sound na para sa left ay sa left lang lalabas ganon din sa right.,0
Sira yung isa R40. Yung left lang gumagana then hindi pa sya nag mamagnet.,0
"First of all, if the price is to low don't expect for a good quality, 2nd I really don't recommend those categories cause they will give you the same thing as mine. Thank you.",0
"unang order ng kaibigan ko parehong right nakuha nya, nung umorder naman ako parehong left naman, taena trinashtalk tuloy kami sa search and destroy sa cod, tinawag kaming bingi amp😑😑😑",0
"Scratches, defective item late delivery, scam and rude seller. ??????",0
"Sira po yung earphone, pawala wala sya tapos minsan hihina at lalakas tapos minsan mawawala nlg sya sa pag connect sa phone mo, siguro hinahagis ng mga jnt hnd kasi naka bubble wrap, hayss",0
"Item received, I expected more in sound quality. 3 days after using it, still no stereo sound, poor quality product. Very disappointed!",0
"Mahina ang isang side ng headset, basag ang Bass👎🏾👎🏾.",0
sira po yung left side ang pangit po ng sound quality at hindi comportable sa tenga,0
"unang order ng kaibigan ko parehong right nakuha nya, nung umorder naman ako parehong left naman, taena trinashtalk tuloy kami sa search and destroy sa cod, tinawag kaming bingi amp",0
"Scratches, defective item late delivery, scam and rude seller🤬.",0
"Sira po yung earphone, pawala wala sya tapos minsan hihina at lalakas tapos minsan mawawala nlg sya sa pag connect sa phone mo, siguro hinahagis ng mga jnt hnd kasi naka bubble wrap, hayss😭😭😭",0
"Item received, I expected more in sound quality. 3 days after using it, still no stereo sound, poor quality product. Very disappointed!❌❌❌",0
"Mahina ang isang side ng headset,basag ang Bass💔💔. ??",0
sira po yung left side ang pangit po ng sound quality at hindi comportable sa tenga,0
defective :'((,0
1 lang gumagana🤷🤷🤷 . buti nalang tatlo binili ko ,0
I was very disappointed I bought 4pcs of these earphones tapos sira lahat ng mic ? Useless d magamit sa open mic games or call all mic are defected.. please dont buy these if you guys are into games using mic or gagamitin nyo for calls WASTE MONEY BETTER BUY SOMEWHERE ELSE,0
Low quality sound. Sabog tunog💩💩💩.,0
Both earphones were defective.One earphone only gave out the left input on both the buds and the other earphone only gave out the right input on both buds.Its like listening with a mono earphone. :/,0
Panget quality ng sound 😣😣. Di nagana pag left side na ang kanta,0
Panget ng item iba sa personal tunog lata at ang cheap ng itsura peke na peke tlga. Sabi sa post is realme pero ndi sya totoo.. its jafake😦😦😦,0
Madali siyang masira parang 2 days palang natanggal agad yung wire ng kanan😟😟,0
Not working😪😪,0
